id,paintjobFamilies,weaponIds,spriteMap
diableavionics_royalblue_thunderboltpod,royalblue,diableavionics_thunderboltpod,"graphics/da/weapons/diableavionics_thunderboltPod_turret.png -> graphics/royalblue/weapons/diableavionics_thunderboltPod_turret.png, graphics/da/weapons/diableavionics_thunderboltPod_hardpoint.png -> graphics/royalblue/weapons/diableavionics_thunderboltPod_hardpoint.png"
diableavionics_snowblast_thunderboltpod,snowblast,diableavionics_thunderboltpod,"graphics/da/weapons/diableavionics_thunderboltPod_turret.png -> graphics/snowblast/weapons/diableavionics_thunderboltPod_turret.png, graphics/da/weapons/diableavionics_thunderboltPod_hardpoint.png -> graphics/snowblast/weapons/diableavionics_thunderboltPod_hardpoint.png"
diableavionics_sunrise_thunderboltpod,sunrise,diableavionics_thunderboltpod,"graphics/da/weapons/diableavionics_thunderboltPod_turret.png -> graphics/sunrise/weapons/diableavionics_thunderboltPod_turret.png, graphics/da/weapons/diableavionics_thunderboltPod_hardpoint.png -> graphics/sunrise/weapons/diableavionics_thunderboltPod_hardpoint.png"
diableavionics_dra_thunderboltsmall,DRA,diableavionics_thunderboltsmall,"graphics/da/weapons/diableavionics_thunderbolt_turret.png -> graphics/DRA/weapons/diableavionics_thunderbolt_turret.png, graphics/da/weapons/diableavionics_thunderbolt_hardpoint.png -> graphics/DRA/weapons/diableavionics_thunderbolt_hardpoint.png"
diableavionics_lilium_thunderboltsmall,lilium,diableavionics_thunderboltsmall,"graphics/da/weapons/diableavionics_thunderbolt_turret.png -> graphics/lilium/weapons/diableavionics_thunderbolt_turret.png, graphics/da/weapons/diableavionics_thunderbolt_hardpoint.png -> graphics/lilium/weapons/diableavionics_thunderbolt_hardpoint.png"
diableavionics_ornate_thunderboltsmall,ornate,diableavionics_thunderboltsmall,"graphics/da/weapons/diableavionics_thunderbolt_turret.png -> graphics/ornate/weapons/diableavionics_thunderbolt_turret.png, graphics/da/weapons/diableavionics_thunderbolt_hardpoint.png -> graphics/ornate/weapons/diableavionics_thunderbolt_hardpoint.png"
diableavionics_royalblue_thunderboltsmall,royalblue,diableavionics_thunderboltsmall,"graphics/da/weapons/diableavionics_thunderbolt_turret.png -> graphics/royalblue/weapons/diableavionics_thunderbolt_turret.png, graphics/da/weapons/diableavionics_thunderbolt_hardpoint.png -> graphics/royalblue/weapons/diableavionics_thunderbolt_hardpoint.png"
diableavionics_snowblast_thunderboltsmall,snowblast,diableavionics_thunderboltsmall,"graphics/da/weapons/diableavionics_thunderbolt_turret.png -> graphics/snowblast/weapons/diableavionics_thunderbolt_turret.png, graphics/da/weapons/diableavionics_thunderbolt_hardpoint.png -> graphics/snowblast/weapons/diableavionics_thunderbolt_hardpoint.png"
diableavionics_sunrise_thunderboltsmall,sunrise,diableavionics_thunderboltsmall,"graphics/da/weapons/diableavionics_thunderbolt_turret.png -> graphics/sunrise/weapons/diableavionics_thunderbolt_turret.png, graphics/da/weapons/diableavionics_thunderbolt_hardpoint.png -> graphics/sunrise/weapons/diableavionics_thunderbolt_hardpoint.png"
diableavionics_dra_uhlan,DRA,diableavionics_uhlan,"graphics/da/weapons/diableavionics_uhlan2_turret_base.png -> graphics/DRA/weapons/diableavionics_uhlan2_turret_base.png, graphics/da/weapons/diableavionics_uhlan2_turret_recoil.png -> graphics/DRA/weapons/diableavionics_uhlan2_turret_recoil.png, graphics/da/weapons/diableavionics_uhlan2_hardpoint_base.png -> graphics/DRA/weapons/diableavionics_uhlan2_hardpoint_base.png, graphics/da/weapons/diableavionics_uhlan2_hardpoint_recoil.png -> graphics/DRA/weapons/diableavionics_uhlan2_hardpoint_recoil.png"
diableavionics_lilium_uhlan,lilium,diableavionics_uhlan,"graphics/da/weapons/diableavionics_uhlan2_turret_base.png -> graphics/lilium/weapons/diableavionics_uhlan2_turret_base.png, graphics/da/weapons/diableavionics_uhlan2_hardpoint_base.png -> graphics/lilium/weapons/diableavionics_uhlan2_hardpoint_base.png"
diableavionics_ornate_uhlan,ornate,diableavionics_uhlan,"graphics/da/weapons/diableavionics_uhlan2_turret_base.png -> graphics/ornate/weapons/diableavionics_uhlan2_turret_base.png, graphics/da/weapons/diableavionics_uhlan2_hardpoint_base.png -> graphics/ornate/weapons/diableavionics_uhlan2_hardpoint_base.png"
diableavionics_royalblue_uhlan,royalblue,diableavionics_uhlan,"graphics/da/weapons/diableavionics_uhlan2_turret_base.png -> graphics/royalblue/weapons/diableavionics_uhlan2_turret_base.png, graphics/da/weapons/diableavionics_uhlan2_turret_recoil.png -> graphics/royalblue/weapons/diableavionics_uhlan2_turret_recoil.png, graphics/da/weapons/diableavionics_uhlan2_hardpoint_base.png -> graphics/royalblue/weapons/diableavionics_uhlan2_hardpoint_base.png, graphics/da/weapons/diableavionics_uhlan2_hardpoint_recoil.png -> graphics/royalblue/weapons/diableavionics_uhlan2_hardpoint_recoil.png"
diableavionics_snowblast_uhlan,snowblast,diableavionics_uhlan,"graphics/da/weapons/diableavionics_uhlan2_turret_base.png -> graphics/snowblast/weapons/diableavionics_uhlan2_turret_base.png, graphics/da/weapons/diableavionics_uhlan2_hardpoint_base.png -> graphics/snowblast/weapons/diableavionics_uhlan2_hardpoint_base.png"
diableavionics_sunrise_uhlan,sunrise,diableavionics_uhlan,"graphics/da/weapons/diableavionics_uhlan2_turret_base.png -> graphics/sunrise/weapons/diableavionics_uhlan2_turret_base.png, graphics/da/weapons/diableavionics_uhlan2_turret_recoil.png -> graphics/sunrise/weapons/diableavionics_uhlan2_turret_recoil.png, graphics/da/weapons/diableavionics_uhlan2_hardpoint_base.png -> graphics/sunrise/weapons/diableavionics_uhlan2_hardpoint_base.png, graphics/da/weapons/diableavionics_uhlan2_hardpoint_recoil.png -> graphics/sunrise/weapons/diableavionics_uhlan2_hardpoint_recoil.png"
diableavionics_dra_valianthead,DRA,diableavionics_valianthead,graphics/da/ships/valiant/diableavionics_valiantheadglow.png -> graphics/DRA/ships/valiant/diableavionics_valiantheadglow.png
diableavionics_ornate_valianthead,ornate,diableavionics_valianthead,graphics/da/ships/valiant/diableavionics_valiantheadglow.png -> graphics/ornate/ships/valiant/diableavionics_valiantheadglow.png
diableavionics_sunrise_valianthead,sunrise,diableavionics_valianthead,graphics/da/ships/valiant/diableavionics_valiantheadglow.png -> graphics/sunrise/ships/valiant/diableavionics_valiantheadglow.png
diableavionics_dra_valiant_back,DRA,diableavionics_valiant_back,"graphics/da/ships/valiant/diableavionics_valiant_back_00.png -> graphics/DRA/ships/valiant/diableavionics_valiant_back_00.png, graphics/da/ships/valiant/diableavionics_valiant_back_01.png -> graphics/DRA/ships/valiant/diableavionics_valiant_back_01.png, graphics/da/ships/valiant/diableavionics_valiant_back_02.png -> graphics/DRA/ships/valiant/diableavionics_valiant_back_02.png, graphics/da/ships/valiant/diableavionics_valiant_back_03.png -> graphics/DRA/ships/valiant/diableavionics_valiant_back_03.png, graphics/da/ships/valiant/diableavionics_valiant_back_04.png -> graphics/DRA/ships/valiant/diableavionics_valiant_back_04.png, graphics/da/ships/valiant/diableavionics_valiant_back_05.png -> graphics/DRA/ships/valiant/diableavionics_valiant_back_05.png"
diableavionics_lilium_valiant_back,lilium,diableavionics_valiant_back,"graphics/da/ships/valiant/diableavionics_valiant_back_00.png -> graphics/lilium/ships/valiant/diableavionics_valiant_back_00.png, graphics/da/ships/valiant/diableavionics_valiant_back_01.png -> graphics/lilium/ships/valiant/diableavionics_valiant_back_01.png, graphics/da/ships/valiant/diableavionics_valiant_back_02.png -> graphics/lilium/ships/valiant/diableavionics_valiant_back_02.png, graphics/da/ships/valiant/diableavionics_valiant_back_03.png -> graphics/lilium/ships/valiant/diableavionics_valiant_back_03.png, graphics/da/ships/valiant/diableavionics_valiant_back_04.png -> graphics/lilium/ships/valiant/diableavionics_valiant_back_04.png, graphics/da/ships/valiant/diableavionics_valiant_back_05.png -> graphics/lilium/ships/valiant/diableavionics_valiant_back_05.png"
diableavionics_ornate_valiant_back,ornate,diableavionics_valiant_back,"graphics/da/ships/valiant/diableavionics_valiant_back_00.png -> graphics/ornate/ships/valiant/diableavionics_valiant_back_00.png, graphics/da/ships/valiant/diableavionics_valiant_back_01.png -> graphics/ornate/ships/valiant/diableavionics_valiant_back_01.png, graphics/da/ships/valiant/diableavionics_valiant_back_02.png -> graphics/ornate/ships/valiant/diableavionics_valiant_back_02.png, graphics/da/ships/valiant/diableavionics_valiant_back_03.png -> graphics/ornate/ships/valiant/diableavionics_valiant_back_03.png, graphics/da/ships/valiant/diableavionics_valiant_back_04.png -> graphics/ornate/ships/valiant/diableavionics_valiant_back_04.png, graphics/da/ships/valiant/diableavionics_valiant_back_05.png -> graphics/ornate/ships/valiant/diableavionics_valiant_back_05.png"
diableavionics_royalblue_valiant_back,royalblue,diableavionics_valiant_back,"graphics/da/ships/valiant/diableavionics_valiant_back_00.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_back_00.png, graphics/da/ships/valiant/diableavionics_valiant_back_01.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_back_01.png, graphics/da/ships/valiant/diableavionics_valiant_back_02.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_back_02.png, graphics/da/ships/valiant/diableavionics_valiant_back_03.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_back_03.png, graphics/da/ships/valiant/diableavionics_valiant_back_04.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_back_04.png, graphics/da/ships/valiant/diableavionics_valiant_back_05.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_back_05.png"
diableavionics_snowblast_valiant_back,snowblast,diableavionics_valiant_back,"graphics/da/ships/valiant/diableavionics_valiant_back_00.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_back_00.png, graphics/da/ships/valiant/diableavionics_valiant_back_01.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_back_01.png, graphics/da/ships/valiant/diableavionics_valiant_back_02.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_back_02.png, graphics/da/ships/valiant/diableavionics_valiant_back_03.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_back_03.png, graphics/da/ships/valiant/diableavionics_valiant_back_04.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_back_04.png, graphics/da/ships/valiant/diableavionics_valiant_back_05.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_back_05.png"
diableavionics_sunrise_valiant_back,sunrise,diableavionics_valiant_back,"graphics/da/ships/valiant/diableavionics_valiant_back_00.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_back_00.png, graphics/da/ships/valiant/diableavionics_valiant_back_01.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_back_01.png, graphics/da/ships/valiant/diableavionics_valiant_back_02.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_back_02.png, graphics/da/ships/valiant/diableavionics_valiant_back_03.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_back_03.png, graphics/da/ships/valiant/diableavionics_valiant_back_04.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_back_04.png, graphics/da/ships/valiant/diableavionics_valiant_back_05.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_back_05.png"
diableavionics_dra_valiant_barrel_LEFT,DRA,diableavionics_valiant_barrel_LEFT,graphics/da/ships/valiant/diableavionics_valiant_barrel_LEFT.png -> graphics/DRA/ships/valiant/diableavionics_valiant_barrel_LEFT.png
diableavionics_lilium_valiant_barrel_LEFT,lilium,diableavionics_valiant_barrel_LEFT,graphics/da/ships/valiant/diableavionics_valiant_barrel_LEFT.png -> graphics/lilium/ships/valiant/diableavionics_valiant_barrel_LEFT.png
diableavionics_ornate_valiant_barrel_LEFT,ornate,diableavionics_valiant_barrel_LEFT,graphics/da/ships/valiant/diableavionics_valiant_barrel_LEFT.png -> graphics/ornate/ships/valiant/diableavionics_valiant_barrel_LEFT.png
diableavionics_royalblue_valiant_barrel_LEFT,royalblue,diableavionics_valiant_barrel_LEFT,graphics/da/ships/valiant/diableavionics_valiant_barrel_LEFT.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_barrel_LEFT.png
diableavionics_sunrise_valiant_barrel_LEFT,sunrise,diableavionics_valiant_barrel_LEFT,graphics/da/ships/valiant/diableavionics_valiant_barrel_LEFT.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_barrel_LEFT.png
diableavionics_dra_valiant_barrel_RIGHT,DRA,diableavionics_valiant_barrel_RIGHT,graphics/da/ships/valiant/diableavionics_valiant_barrel_RIGHT.png -> graphics/DRA/ships/valiant/diableavionics_valiant_barrel_RIGHT.png
diableavionics_lilium_valiant_barrel_RIGHT,lilium,diableavionics_valiant_barrel_RIGHT,graphics/da/ships/valiant/diableavionics_valiant_barrel_RIGHT.png -> graphics/lilium/ships/valiant/diableavionics_valiant_barrel_RIGHT.png
diableavionics_ornate_valiant_barrel_RIGHT,ornate,diableavionics_valiant_barrel_RIGHT,graphics/da/ships/valiant/diableavionics_valiant_barrel_RIGHT.png -> graphics/ornate/ships/valiant/diableavionics_valiant_barrel_RIGHT.png
diableavionics_royalblue_valiant_barrel_RIGHT,royalblue,diableavionics_valiant_barrel_RIGHT,graphics/da/ships/valiant/diableavionics_valiant_barrel_RIGHT.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_barrel_RIGHT.png
diableavionics_sunrise_valiant_barrel_RIGHT,sunrise,diableavionics_valiant_barrel_RIGHT,graphics/da/ships/valiant/diableavionics_valiant_barrel_RIGHT.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_barrel_RIGHT.png
diableavionics_dra_valiant_chest,DRA,diableavionics_valiant_chest,"graphics/da/ships/valiant/diableavionics_valiant_chest_00.png -> graphics/DRA/ships/valiant/diableavionics_valiant_chest_00.png, graphics/da/ships/valiant/diableavionics_valiant_chest_01.png -> graphics/DRA/ships/valiant/diableavionics_valiant_chest_01.png, graphics/da/ships/valiant/diableavionics_valiant_chest_02.png -> graphics/DRA/ships/valiant/diableavionics_valiant_chest_02.png, graphics/da/ships/valiant/diableavionics_valiant_chest_03.png -> graphics/DRA/ships/valiant/diableavionics_valiant_chest_03.png, graphics/da/ships/valiant/diableavionics_valiant_chest_04.png -> graphics/DRA/ships/valiant/diableavionics_valiant_chest_04.png, graphics/da/ships/valiant/diableavionics_valiant_chest_05.png -> graphics/DRA/ships/valiant/diableavionics_valiant_chest_05.png, graphics/da/ships/valiant/diableavionics_valiant_chest_06.png -> graphics/DRA/ships/valiant/diableavionics_valiant_chest_06.png, graphics/da/ships/valiant/diableavionics_valiant_chest_07.png -> graphics/DRA/ships/valiant/diableavionics_valiant_chest_07.png"
diableavionics_lilium_valiant_chest,lilium,diableavionics_valiant_chest,"graphics/da/ships/valiant/diableavionics_valiant_chest_00.png -> graphics/lilium/ships/valiant/diableavionics_valiant_chest_00.png, graphics/da/ships/valiant/diableavionics_valiant_chest_01.png -> graphics/lilium/ships/valiant/diableavionics_valiant_chest_01.png, graphics/da/ships/valiant/diableavionics_valiant_chest_02.png -> graphics/lilium/ships/valiant/diableavionics_valiant_chest_02.png, graphics/da/ships/valiant/diableavionics_valiant_chest_03.png -> graphics/lilium/ships/valiant/diableavionics_valiant_chest_03.png, graphics/da/ships/valiant/diableavionics_valiant_chest_04.png -> graphics/lilium/ships/valiant/diableavionics_valiant_chest_04.png, graphics/da/ships/valiant/diableavionics_valiant_chest_05.png -> graphics/lilium/ships/valiant/diableavionics_valiant_chest_05.png, graphics/da/ships/valiant/diableavionics_valiant_chest_06.png -> graphics/lilium/ships/valiant/diableavionics_valiant_chest_06.png, graphics/da/ships/valiant/diableavionics_valiant_chest_07.png -> graphics/lilium/ships/valiant/diableavionics_valiant_chest_07.png"
diableavionics_ornate_valiant_chest,ornate,diableavionics_valiant_chest,"graphics/da/ships/valiant/diableavionics_valiant_chest_00.png -> graphics/ornate/ships/valiant/diableavionics_valiant_chest_00.png, graphics/da/ships/valiant/diableavionics_valiant_chest_01.png -> graphics/ornate/ships/valiant/diableavionics_valiant_chest_01.png, graphics/da/ships/valiant/diableavionics_valiant_chest_02.png -> graphics/ornate/ships/valiant/diableavionics_valiant_chest_02.png, graphics/da/ships/valiant/diableavionics_valiant_chest_03.png -> graphics/ornate/ships/valiant/diableavionics_valiant_chest_03.png, graphics/da/ships/valiant/diableavionics_valiant_chest_04.png -> graphics/ornate/ships/valiant/diableavionics_valiant_chest_04.png, graphics/da/ships/valiant/diableavionics_valiant_chest_05.png -> graphics/ornate/ships/valiant/diableavionics_valiant_chest_05.png, graphics/da/ships/valiant/diableavionics_valiant_chest_06.png -> graphics/ornate/ships/valiant/diableavionics_valiant_chest_06.png, graphics/da/ships/valiant/diableavionics_valiant_chest_07.png -> graphics/ornate/ships/valiant/diableavionics_valiant_chest_07.png"
diableavionics_royalblue_valiant_chest,royalblue,diableavionics_valiant_chest,"graphics/da/ships/valiant/diableavionics_valiant_chest_00.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_chest_00.png, graphics/da/ships/valiant/diableavionics_valiant_chest_01.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_chest_01.png, graphics/da/ships/valiant/diableavionics_valiant_chest_02.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_chest_02.png, graphics/da/ships/valiant/diableavionics_valiant_chest_03.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_chest_03.png, graphics/da/ships/valiant/diableavionics_valiant_chest_04.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_chest_04.png, graphics/da/ships/valiant/diableavionics_valiant_chest_05.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_chest_05.png, graphics/da/ships/valiant/diableavionics_valiant_chest_06.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_chest_06.png, graphics/da/ships/valiant/diableavionics_valiant_chest_07.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_chest_07.png"
diableavionics_snowblast_valiant_chest,snowblast,diableavionics_valiant_chest,"graphics/da/ships/valiant/diableavionics_valiant_chest_00.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_chest_00.png, graphics/da/ships/valiant/diableavionics_valiant_chest_01.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_chest_01.png, graphics/da/ships/valiant/diableavionics_valiant_chest_02.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_chest_02.png, graphics/da/ships/valiant/diableavionics_valiant_chest_03.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_chest_03.png, graphics/da/ships/valiant/diableavionics_valiant_chest_04.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_chest_04.png, graphics/da/ships/valiant/diableavionics_valiant_chest_05.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_chest_05.png, graphics/da/ships/valiant/diableavionics_valiant_chest_06.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_chest_06.png, graphics/da/ships/valiant/diableavionics_valiant_chest_07.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_chest_07.png"
diableavionics_sunrise_valiant_chest,sunrise,diableavionics_valiant_chest,"graphics/da/ships/valiant/diableavionics_valiant_chest_00.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_chest_00.png, graphics/da/ships/valiant/diableavionics_valiant_chest_01.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_chest_01.png, graphics/da/ships/valiant/diableavionics_valiant_chest_02.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_chest_02.png, graphics/da/ships/valiant/diableavionics_valiant_chest_03.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_chest_03.png, graphics/da/ships/valiant/diableavionics_valiant_chest_04.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_chest_04.png, graphics/da/ships/valiant/diableavionics_valiant_chest_05.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_chest_05.png, graphics/da/ships/valiant/diableavionics_valiant_chest_06.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_chest_06.png, graphics/da/ships/valiant/diableavionics_valiant_chest_07.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_chest_07.png"
diableavionics_dra_valiant_cover_LEFT,DRA,diableavionics_valiant_cover_LEFT,"graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_00.png -> graphics/DRA/ships/valiant/diableavionics_valiant_cover_LEFT_00.png, graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_01.png -> graphics/DRA/ships/valiant/diableavionics_valiant_cover_LEFT_01.png, graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_02.png -> graphics/DRA/ships/valiant/diableavionics_valiant_cover_LEFT_02.png"
diableavionics_lilium_valiant_cover_LEFT,lilium,diableavionics_valiant_cover_LEFT,"graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_00.png -> graphics/lilium/ships/valiant/diableavionics_valiant_cover_LEFT_00.png, graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_01.png -> graphics/lilium/ships/valiant/diableavionics_valiant_cover_LEFT_01.png, graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_02.png -> graphics/lilium/ships/valiant/diableavionics_valiant_cover_LEFT_02.png"
diableavionics_ornate_valiant_cover_LEFT,ornate,diableavionics_valiant_cover_LEFT,"graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_00.png -> graphics/ornate/ships/valiant/diableavionics_valiant_cover_LEFT_00.png, graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_01.png -> graphics/ornate/ships/valiant/diableavionics_valiant_cover_LEFT_01.png, graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_02.png -> graphics/ornate/ships/valiant/diableavionics_valiant_cover_LEFT_02.png"
diableavionics_royalblue_valiant_cover_LEFT,royalblue,diableavionics_valiant_cover_LEFT,"graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_00.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_cover_LEFT_00.png, graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_01.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_cover_LEFT_01.png, graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_02.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_cover_LEFT_02.png"
diableavionics_snowblast_valiant_cover_LEFT,snowblast,diableavionics_valiant_cover_LEFT,"graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_00.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_cover_LEFT_00.png, graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_01.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_cover_LEFT_01.png, graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_02.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_cover_LEFT_02.png"
diableavionics_sunrise_valiant_cover_LEFT,sunrise,diableavionics_valiant_cover_LEFT,"graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_00.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_cover_LEFT_00.png, graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_01.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_cover_LEFT_01.png, graphics/da/ships/valiant/diableavionics_valiant_cover_LEFT_02.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_cover_LEFT_02.png"
diableavionics_dra_valiant_cover_RIGHT,DRA,diableavionics_valiant_cover_RIGHT,"graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_00.png -> graphics/DRA/ships/valiant/diableavionics_valiant_cover_RIGHT_00.png, graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_01.png -> graphics/DRA/ships/valiant/diableavionics_valiant_cover_RIGHT_01.png, graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_02.png -> graphics/DRA/ships/valiant/diableavionics_valiant_cover_RIGHT_02.png"
diableavionics_lilium_valiant_cover_RIGHT,lilium,diableavionics_valiant_cover_RIGHT,"graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_00.png -> graphics/lilium/ships/valiant/diableavionics_valiant_cover_RIGHT_00.png, graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_01.png -> graphics/lilium/ships/valiant/diableavionics_valiant_cover_RIGHT_01.png, graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_02.png -> graphics/lilium/ships/valiant/diableavionics_valiant_cover_RIGHT_02.png"
diableavionics_ornate_valiant_cover_RIGHT,ornate,diableavionics_valiant_cover_RIGHT,"graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_00.png -> graphics/ornate/ships/valiant/diableavionics_valiant_cover_RIGHT_00.png, graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_01.png -> graphics/ornate/ships/valiant/diableavionics_valiant_cover_RIGHT_01.png, graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_02.png -> graphics/ornate/ships/valiant/diableavionics_valiant_cover_RIGHT_02.png"
diableavionics_royalblue_valiant_cover_RIGHT,royalblue,diableavionics_valiant_cover_RIGHT,"graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_00.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_cover_RIGHT_00.png, graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_01.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_cover_RIGHT_01.png, graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_02.png -> graphics/royalblue/ships/valiant/diableavionics_valiant_cover_RIGHT_02.png"
diableavionics_snowblast_valiant_cover_RIGHT,snowblast,diableavionics_valiant_cover_RIGHT,"graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_00.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_cover_RIGHT_00.png, graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_01.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_cover_RIGHT_01.png, graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_02.png -> graphics/snowblast/ships/valiant/diableavionics_valiant_cover_RIGHT_02.png"
diableavionics_sunrise_valiant_cover_RIGHT,sunrise,diableavionics_valiant_cover_RIGHT,"graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_00.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_cover_RIGHT_00.png, graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_01.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_cover_RIGHT_01.png, graphics/da/ships/valiant/diableavionics_valiant_cover_RIGHT_02.png -> graphics/sunrise/ships/valiant/diableavionics_valiant_cover_RIGHT_02.png"
diableavionics_dra_valiant_head,DRA,diableavionics_valiant_head,"graphics/da/ships/valiant/diableavionics_valiant_head_00.png -> graphics/DRA/ships/valiant/diableavionics_valiant_head_00.png, graphics/da/ships/valiant/diableavionics_valiant_head_01.png -> graphics/DRA/ships/valiant/diableavionics_valiant_head_01.png, graphics/da/ships/valiant/diableavionics_valiant_head_02.png -> graphics/DRA/ships/valiant/diableavionics_valiant_head_02.png, graphics/da/ships/valiant/diableavionics_valiant_head_03.png -> graphics/DRA/ships/valiant/diableavionics_valiant_head_03.png, graphics/da/ships/valiant/diableavionics_valiant_head_04.png -> graphics/DRA/ships/valiant/diableavionics_valiant_head_04.png, graphics/da/ships/valiant/diableavionics_valiant_head_05.png -> graphics/DRA/ships/valiant/diableavionics_valiant_head_05.png, graphics/da/ships/valiant/diableavionics_valiant_head_06.png -> graphics/DRA/ships/valiant/diableavionics_valiant_head_06.png"
